game_id,title,title_zh,developer_id,developer,is_goty,gg_degree,gg_pagerank,gg_betweenness,gg_clustering,year,player_rating,n_genres,has_open_world,has_coop,has_online,studio_wins,studio_n_games,studio_pagerank,g_3D平台跳跃,g_CRPG,g_VR平台跳跃,g_互动电影冒险,g_侦探冒险,g_冒险,g_动作,g_动作冒险,g_动作角色扮演,g_卡丁车竞速,g_卡牌,g_即时战略,g_合作冒险,g_合家欢冒险,g_喜剧冒险,g_回合制角色扮演,g_增强现实,g_大型多人在线角色扮演,g_太空角色扮演,g_射击,g_平台动作,g_平台跳跃,g_战术射击,g_数字卡牌,g_未来竞速,g_机甲动作,g_模拟,g_模拟经营,g_横向卷轴平台,g_生存恐怖,g_生活模拟,g_科幻角色扮演,g_竞速,g_第一人称射击,g_第三人称射击,g_策略,g_策略角色扮演,g_英雄射击,g_虚拟现实,g_西部动作冒险,g_角色扮演,g_解谜,g_解谜冒险,g_银河恶魔城
game_011,It Takes Two,双人成行,studio_hazelight,Hazelight Studios,1,3,0.0054849970004300155,0.0,1.0,2021,88.0,1,0,1,0,1,4,0.006028618862416246,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_012,Dragon Age: Inquisition,龙腾世纪：审判,studio_bioware,BioWare,1,12,0.00925637338286914,0.0008555455725267044,0.7575757575757576,2014,89.0,1,1,0,0,1,9,0.012952138160272839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
game_013,The Witcher 3: Wild Hunt,巫师3：狂猎,studio_cdpr,CD Projekt Red,1,47,0.014174773998001997,0.03903071781326446,0.6188714153561518,2015,93.0,2,1,0,0,1,7,0.009502187837038416,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_014,Baldur's Gate 3,博德之门3,studio_larian,Larian Studios,1,7,0.007202111664816371,0.0,1.0,2023,96.0,1,0,1,0,1,8,0.011402331449580177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_015,The Walking Dead,行尸走肉（第一季）,studio_telltale,Telltale Games,1,8,0.00942196753680829,0.0,1.0,2012,89.0,1,0,0,0,1,9,0.014539001875987674,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_016,Clair Obscur: Expedition 33,光与影：33号远征队,studio_sandfall,Sandfall Interactive,1,0,0.001413094677343382,0.0,0.0,2025,92.0,1,0,0,0,1,1,0.0029263786678389516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_017,Sekiro: Shadows Die Twice,只狼：影逝二度,studio_fromsoftware,FromSoftware,1,38,0.011159693460960598,0.007735093676361942,0.7994310099573257,2019,91.0,1,0,0,0,2,8,0.011734831858284995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_018,Elden Ring,艾尔登法环,studio_fromsoftware,FromSoftware,1,44,0.014554838558796749,0.02144206310115099,0.6987315010570825,2022,96.0,2,1,0,0,2,8,0.011734831858284995,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_019,The Legend of Zelda: Breath of the Wild,塞尔达传说：旷野之息,studio_nintendoepd,Nintendo EPD,1,37,0.01184376679498892,0.047668502854221195,0.7672672672672672,2017,97.0,1,1,0,0,1,7,0.01095090746769535,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_020,Overwatch,守望先锋,studio_blizzard,Blizzard Entertainment,1,7,0.007003359230975296,0.0,1.0,2016,91.0,1,0,1,1,1,8,0.011194970932562559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
game_021,Fallout 3,辐射3,studio_bethesda,Bethesda Game Studios,0,47,0.014675335823491502,0.03157708207268389,0.6225716928769658,2008,93.0,2,1,0,0,2,8,0.010391215358544753,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_022,Fallout 4,辐射4,studio_bethesda,Bethesda Game Studios,0,47,0.014675335823491502,0.03157708207268389,0.6225716928769658,2015,87.0,2,1,0,0,2,8,0.010391215358544753,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_023,Fallout 76,辐射76,studio_bethesda,Bethesda Game Studios,0,8,0.006324151647537031,0.0010755342291730431,0.75,2018,52.0,1,1,0,1,2,8,0.010391215358544753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_024,Starfield,星空,studio_bethesda,Bethesda Game Studios,0,7,0.006117966752501906,0.0,1.0,2023,83.0,1,1,0,0,2,8,0.010391215358544753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_025,Fallout Shelter,辐射：避难所,studio_bethesda,Bethesda Game Studios,0,7,0.006117966752501906,0.0,1.0,2015,89.0,1,0,0,0,2,8,0.010391215358544753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_026,The Elder Scrolls: Blades,上古卷轴：刀锋,studio_bethesda,Bethesda Game Studios,0,15,0.007687798531081383,0.014579164178660236,0.4666666666666667,2019,89.0,1,0,0,0,2,8,0.010391215358544753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
game_027,Grand Theft Auto III,侠盗猎车手III,studio_rockstar,Rockstar Games,0,34,0.012416870849085061,0.0032244849787060833,0.9144385026737968,2001,97.0,1,1,0,0,3,11,0.013784523466975939,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_028,Grand Theft Auto: Vice City,侠盗猎车手：罪恶都市,studio_rockstar,Rockstar Games,0,34,0.012416870849085061,0.0032244849787060833,0.9144385026737968,2002,95.0,1,1,0,0,3,11,0.013784523466975939,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_029,Grand Theft Auto: San Andreas,侠盗猎车手：圣安地列斯,studio_rockstar,Rockstar Games,0,34,0.012416870849085061,0.0032244849787060833,0.9144385026737968,2004,95.0,1,1,0,0,3,11,0.013784523466975939,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_030,Red Dead Revolver,荒野大镖客：左轮,studio_rockstar,Rockstar Games,0,10,0.0074600658090344845,0.0,1.0,2004,73.0,1,0,0,0,3,11,0.013784523466975939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
game_031,Bully,恶霸鲁尼,studio_rockstar,Rockstar Games,0,34,0.012416870849085061,0.0032244849787060833,0.9144385026737968,2006,87.0,1,1,0,0,3,11,0.013784523466975939,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_032,L.A. Noire,黑色洛城,studio_rockstar,Rockstar Games,0,34,0.012416870849085061,0.0032244849787060833,0.9144385026737968,2011,89.0,2,0,0,0,3,11,0.013784523466975939,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_033,Max Payne 3,马克思·佩恩3,studio_rockstar,Rockstar Games,0,11,0.0075371957625295066,0.0007710118293830473,0.8181818181818182,2012,87.0,1,0,0,0,3,11,0.013784523466975939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
game_034,Red Dead Redemption 2,荒野大镖客：救赎2,studio_rockstar,Rockstar Games,0,34,0.012416870849085061,0.0032244849787060833,0.9144385026737968,2018,97.0,1,1,0,0,3,11,0.013784523466975939,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_035,System Shock 2,网络奇兵2,studio_irrational,Irrational Games,0,26,0.011586315288307546,0.0892915656828768,0.6307692307692307,1999,92.0,2,0,0,0,1,7,0.011395472066241233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
game_036,BioShock Infinite,生化奇兵：无限,studio_irrational,Irrational Games,0,6,0.008044609453902228,0.0,1.0,2013,94.0,1,0,0,0,1,7,0.011395472066241233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
game_037,SWAT 4,霹雳小组4,studio_irrational,Irrational Games,0,6,0.007306304191376119,0.0,1.0,2005,85.0,1,0,0,0,1,7,0.011395472066241233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_038,Freedom Force,自由力量,studio_irrational,Irrational Games,0,8,0.007997313444089582,0.0014067513797972016,0.6428571428571429,2002,89.0,1,0,0,0,1,7,0.011395472066241233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
game_039,Tribes: Vengeance,部落：复仇,studio_irrational,Irrational Games,0,6,0.008044609453902228,0.0,1.0,2004,77.0,1,0,0,0,1,7,0.011395472066241233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
game_040,Freedom Force vs. The Third Reich,自由力量：对抗第三帝国,studio_irrational,Irrational Games,0,8,0.007997313444089582,0.0014067513797972016,0.6428571428571429,2005,89.0,1,0,0,0,1,7,0.011395472066241233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
game_041,Crash Bandicoot,古惑狼,studio_naughtydog,Naughty Dog,0,9,0.007346075664166316,0.026755099463376123,0.8055555555555556,1996,85.0,1,0,0,0,2,9,0.013856484883492531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_042,Crash Bandicoot 2: Cortex Strikes Back,古惑狼2：科尔特克斯的反击,studio_naughtydog,Naughty Dog,0,9,0.007346075664166316,0.026755099463376123,0.8055555555555556,1997,85.0,1,0,0,0,2,9,0.013856484883492531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_043,Crash Team Racing,古惑狼赛车,studio_naughtydog,Naughty Dog,0,8,0.006759284879677852,0.0,1.0,1999,88.0,1,0,0,0,2,9,0.013856484883492531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_044,Jak and Daxter: The Precursor Legacy,杰克与达斯特：先祖遗产,studio_naughtydog,Naughty Dog,0,8,0.006759284879677852,0.0,1.0,2001,90.0,1,0,0,0,2,9,0.013856484883492531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_045,Uncharted: Drake's Fortune,神秘海域：德雷克的宝藏,studio_naughtydog,Naughty Dog,0,36,0.011904412703945473,0.021459207146291397,0.8222222222222222,2007,88.0,1,0,0,0,2,9,0.013856484883492531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_046,Uncharted 3: Drake's Deception,神秘海域3：德雷克的诡计,studio_naughtydog,Naughty Dog,0,36,0.011904412703945473,0.021459207146291397,0.8222222222222222,2011,92.0,1,0,0,0,2,9,0.013856484883492531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_047,The Last of Us,最后生还者,studio_naughtydog,Naughty Dog,0,36,0.012063888058146299,0.021459207146291397,0.8222222222222222,2013,95.0,2,0,0,0,2,9,0.013856484883492531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_048,Kinetica,极速魔神,studio_santamonica,Santa Monica Studio,0,5,0.004624946881626397,0.0,1.0,2001,75.0,1,0,0,0,1,6,0.009330440545119481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_049,God of War II,战神2,studio_santamonica,Santa Monica Studio,0,33,0.009825610910141022,0.00327044025157233,0.946969696969697,2007,93.0,1,0,0,0,1,6,0.009330440545119481,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_050,God of War III,战神3,studio_santamonica,Santa Monica Studio,0,33,0.009825610910141022,0.00327044025157233,0.946969696969697,2010,92.0,1,0,0,0,1,6,0.009330440545119481,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_051,God of War: Ascension,战神：崛起,studio_santamonica,Santa Monica Studio,0,33,0.009825610910141022,0.00327044025157233,0.946969696969697,2013,80.0,1,0,0,0,1,6,0.009330440545119481,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_052,God of War Ragnarök,战神：诸神黄昏,studio_santamonica,Santa Monica Studio,0,33,0.009825610910141022,0.00327044025157233,0.946969696969697,2022,94.0,1,0,0,0,1,6,0.009330440545119481,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_053,The PlayRoom,游戏间,studio_asobi,Team Asobi,0,4,0.008404968763359794,0.0,1.0,2013,73.0,1,0,0,0,1,5,0.009789990704418739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_054,The PlayRoom VR,游戏间VR,studio_asobi,Team Asobi,0,4,0.008404968763359794,0.0,1.0,2016,76.0,1,0,0,0,1,5,0.009789990704418739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
game_055,Astro Bot Rescue Mission,宇宙机器人：搜救行动,studio_asobi,Team Asobi,0,4,0.008404968763359794,0.0,1.0,2018,90.0,1,0,0,0,1,5,0.009789990704418739,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_056,Astro's Playroom,宇宙机器人：游戏间,studio_asobi,Team Asobi,0,6,0.00888090057382131,0.03974103906594819,0.4666666666666667,2020,83.0,1,0,0,0,1,5,0.009789990704418739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_057,Brother: A Tale of Two Sons,兄弟：双子传说,studio_hazelight,Hazelight Studios,0,3,0.005112370316188711,0.0,1.0,2013,86.0,1,0,1,0,1,4,0.006028618862416246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
game_058,A Way Out,逃出生天,studio_hazelight,Hazelight Studios,0,35,0.0107409794243365,0.05013477088948788,0.838655462184874,2018,78.0,1,0,1,0,1,4,0.006028618862416246,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_059,Split Fiction,双影奇境,studio_hazelight,Hazelight Studios,0,3,0.0054849970004300155,0.0,1.0,2025,91.0,1,0,1,0,1,4,0.006028618862416246,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_060,Baldur's Gate,博德之门,studio_bioware,BioWare,0,12,0.00925637338286914,0.0008555455725267044,0.7575757575757576,1998,89.0,1,0,0,0,1,9,0.012952138160272839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
game_061,Neverwinter Nights,无冬之夜,studio_bioware,BioWare,0,12,0.00925637338286914,0.0008555455725267044,0.7575757575757576,2002,91.0,1,0,0,0,1,9,0.012952138160272839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
game_062,Star Wars: Knights of the Old Republic,星球大战：旧共和国武士,studio_bioware,BioWare,0,12,0.00925637338286914,0.0008555455725267044,0.7575757575757576,2003,93.0,1,0,0,0,1,9,0.012952138160272839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
game_063,Dragon Age: Origins,龙腾世纪：起源,studio_bioware,BioWare,0,12,0.00925637338286914,0.0008555455725267044,0.7575757575757576,2009,91.0,1,0,0,0,1,9,0.012952138160272839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
game_064,Mass Effect,质量效应,studio_bioware,BioWare,0,8,0.008100359038054368,0.0,1.0,2007,89.0,1,0,0,0,1,9,0.012952138160272839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
game_065,Mass Effect 2,质量效应2,studio_bioware,BioWare,0,8,0.008100359038054368,0.0,1.0,2010,94.0,1,0,0,0,1,9,0.012952138160272839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
game_066,Mass Effect: Andromeda,质量效应：仙女座,studio_bioware,BioWare,0,8,0.008100359038054368,0.0,1.0,2017,76.0,1,0,0,0,1,9,0.012952138160272839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
game_067,Anthem,圣歌,studio_bioware,BioWare,0,28,0.011128370130099754,0.0879798597043411,0.5767195767195767,2019,60.0,1,0,0,1,1,9,0.012952138160272839,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_068,The Witcher,巫师,studio_cdpr,CD Projekt Red,0,12,0.007159579231422412,0.006313523221703229,0.6363636363636364,2007,81.0,1,0,0,0,1,7,0.009502187837038416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
game_069,The Witcher 2: Assassins of Kings,巫师2：国王刺客,studio_cdpr,CD Projekt Red,0,12,0.007159579231422412,0.006313523221703229,0.6363636363636364,2011,88.0,1,0,0,0,1,7,0.009502187837038416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
game_070,Thronebreaker: The Witcher Tales,王权的陨落：巫师传说,studio_cdpr,CD Projekt Red,0,13,0.007564298812240421,0.009061818651939361,0.5512820512820513,2018,79.0,2,0,0,0,1,7,0.009502187837038416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
